name,opt,time,result,states,SMT calls Subseteq(),SMT calls Empty(),SMT queries,SMT queries SAT,SMT queries unSAT,SMT queries unSAT,SMT subseteq on syntax. equal,SMT simplify calls,SMT CACHED,Instruction executed,Instructions executed observable,Hit count,Miss count,Replace count,Note
lazy01_false-unreach-call_os.ll,S,0.081871,false,295,492,1,1,,,,5975,164,,855,,0,0,0,
safe033_tso.oepc_true-unreach-call_o0.ll,0,1.710727,true,8311,2210,,35,,35,,40818,3888,223,20865,,223,35,0,
qw2004_false-unreach-call_o0.ll,0,0.202602,false,772,398,,18,,18,,6354,377,68,1960,,68,18,0,
rfi005_pso.opt_false-unreach-call_o0.ll,0,1.247697,false,1706,437,29,46,,17,,23933,139,93,4516,,93,17,0,
20_lamport_true-unreach-call_os.ll,S,0.061895,true,135,91,,3,,3,,1112,65,6,266,,6,3,0,
15_dekker_true-unreach-call_o0.ll,0,0.302745,true,416,327,,36,,36,,4756,318,200,1277,,200,36,0,
fkp2013_variant_false-unreach-call_o2.ll,2,0.302948,false,136,93,64,70,1,5,,849,134,3,371,,3,6,0,
safe036_rmo.oepc_true-unreach-call_os.ll,S,7.679669,true,23712,34538,,166,,166,,730630,6932,1245,106043,,1245,166,0,
safe033_tso.oepc_true-unreach-call_os.ll,S,6.313687,true,20737,29783,,156,,156,,569207,6604,1103,92669,,1103,156,0,
safe036_power.oepc_true-unreach-call_os.ll,S,7.71935,true,23712,34538,,166,,166,,730630,6932,1245,106043,,1245,166,0,
time_var_mutex_true-unreach-call_o0.ll,0,0.08189,true,216,352,,3,,3,,8514,63,13,716,,13,3,0,
read_write_lock_false-unreach-call_o2.ll,2,4.060642,true,8659,26486,,108,,108,,419726,6816,4335,53787,,4335,108,0,
safe036_tso.oepc_true-unreach-call_os.ll,S,7.681009,true,23712,34538,,166,,166,,730630,6932,1245,106043,,1245,166,0,
safe029_tso.opt_true-unreach-call_o2.ll,2,5.086725,true,18122,25752,,145,,145,,439042,6429,1006,80791,,1006,145,0,
safe010_tso.oepc_true-unreach-call_o0.ll,0,1.370474,true,7388,2048,,30,,30,,37753,3664,188,18655,,188,30,0,
stateful01_true-unreach-call_o0.ll,0,0.14194,true,410,655,,3,,3,,15254,349,19,1203,,19,3,0,
dekker_true-unreach-call_o2.ll,2,0.081905,true,279,445,,1,,1,,5172,71,7,1018,,7,1,0,
safe036_pso.opt_true-unreach-call_o0.ll,0,1.992305,true,9436,2437,,35,,35,,49995,4178,267,23544,,267,35,0,
read_write_lock_false-unreach-call_os.ll,S,4.081274,true,8659,26486,,108,,108,,419726,6816,4335,53787,,4335,108,0,
read_write_lock_false-unreach-call_o0.ll,0,12.909207,false,46793,45545,1,80,,79,,842503,23287,5083,147242,,5083,79,0,
safe033_tso.opt_true-unreach-call_o2.ll,2,6.333001,true,20737,29783,,156,,156,,569207,6604,1103,92669,,1103,156,0,
rfi005_rmo.opt_false-unreach-call_o0.ll,0,1.227471,false,1706,437,29,46,,17,,23933,139,93,4516,,93,17,0,
read_write_lock_true-unreach-call_os.ll,S,4.080785,true,8659,26486,,108,,108,,419726,6816,4335,53787,,4335,108,0,
safe006_pso.opt_true-unreach-call_o2.ll,2,6.413469,true,19504,27877,,145,,145,,587394,6610,1107,86559,,1107,145,0,
safe010_tso.opt_true-unreach-call_os.ll,S,5.750253,true,18859,26897,,145,,145,,512720,6530,1063,83721,,1063,145,0,
szymanski_true-unreach-call_o2.ll,2,0.081621,true,453,774,,,,,,7510,81,,1763,,0,0,0,
time_var_mutex_true-unreach-call_os.ll,S,0.061811,true,160,251,,2,,2,,5708,54,12,519,,12,2,0,
safe025_power.oepc_false-unreach-call_o0.ll,0,15.676009,false,8980,3543,447,501,,54,,333472,736,868,26324,,868,54,0,
dekker_true-unreach-call_o0.ll,0,0.505491,true,1073,1843,,37,,37,,30255,546,476,4233,,476,37,0,
rfi005_tso.oepc_false-unreach-call_o0.ll,0,1.227447,false,1706,437,29,46,,17,,23933,139,93,4516,,93,17,0,
lamport_true-unreach-call_os.ll,S,0.08191,true,323,486,,3,,3,,5955,109,15,915,,15,3,0,
thin000_tso.opt_true-unreach-call_o2.ll,2,6.33265,true,19504,27877,,145,,145,,587394,6610,1107,86559,,1107,145,0,
read_write_lock_true-unreach-call_o0.ll,0,13.067934,true,44460,46436,,83,,83,,839244,39548,8828,141942,,8828,83,0,
safe036_pso.opt_true-unreach-call_o2.ll,2,7.739251,true,23712,34538,,166,,166,,730630,6932,1245,106043,,1245,166,0,
safe036_rmo.oepc_true-unreach-call_o2.ll,2,7.699437,true,23712,34538,,166,,166,,730630,6932,1245,106043,,1245,166,0,
safe015_power.oepc_false-unreach-call_o0.ll,0,15.396441,false,8980,3543,447,501,,54,,326386,736,868,26324,,868,54,0,
rfi005_power.opt_false-unreach-call_o0.ll,0,1.227868,false,1706,437,29,46,,17,,23933,139,93,4516,,93,17,0,
stateful01_true-unreach-call_os.ll,S,0.081615,true,258,383,,,,,,7810,92,,702,,0,0,0,
